_id	yomi	wordJpn	wordLao	typeLaoScript
6945	ほっとこーひー	ホットコーヒー	ກາເຟຮ້ອນ	kaa fee hohn2
6946	ほっとしゃわー	ホットシャワー	ອາບນ້ຳອຸ່ນ	aap nam2 un1
6947	ほっとどっぐ	ホット・ドッグ	ໄສ້ອົ່ວອົບຮ້ອນ	sai2 ua1 op hohn2
6948	ぽっぷこーん	ポップ・コーン	ອົບສາລີ	op saa lii
6949	ほっぺた	ほっぺた	ແກ້ມ	kaem2
6950	ぼつわな	ボツワナ	ບົດສະວານາ	bot saa waa naa
6951	ぼでぃしゃんぷー	ボディ・シャンプー	ຄີມອາບນ້ຳ	khiim aap nam2
6952	ぼでぃびるでぃんぐ	ボディ・ビルディング	ຫັດກ້າມ	hhat kaam2
6953	ぽてとちっぷ	ポテト・チップ	ຈືນມັນຝຣັ່ງ	jeun man hfrang1
6954	ほてる	ホテル	ໂຮງແຮມ	hoong haem
6955	ほど	ほど	ປະມານ	pa maan
6956	ほど	（～ない）ほど	ໂພດ	phoot
6957	ほどう	歩道	ທາງຍ່າງ	thaang nyaang1
6958	ほとけ	仏	ພະພຸດທະເຈົ້າ	pha phut tha jao2
6959	ほとんど	殆ど	ເກືອບ	keuap
6960	ほとんどぜんぶ	殆ど全部	ເກືອບຫມົດ	keuap hmot
6961	ぼにゅう	母乳	ນ້ຳນົມແມ່	nam2 nom mae1
6962	ほにゅうびん	哺乳ビン	ແກ້ວນົມ	kaew2 nom
6963	ほにゅうるい	哺乳類	ສັດລ້ຽງລູກດ້ວຍນ້ຳນົມ	sat liang2 luuk duay2 nam2 nom
6964	ほね	骨	ກະດູກ	ka duuk
6965	ほね	（魚の）骨	ກ້າງ(ປາ)	kaang2 paa
6966	ほねのおれる	骨の折れる	ກະດູກຫັກ	ka duuk hhak
6967	ほのお	炎	ແປວໄຟ	paew fai
6968	ほぼ	ほぼ	ປະມານ	pa maan
6969	ほほえむ	微笑む	ຍິ້ມ	nyim2
6970	ほめる	褒める	ຊົມເຊີຍ	xom xery
6971	ほめる	褒める	ຍ້ອງຍໍ	nyohng2 nyoh
6972	ほら	ほら！	ເບິ່ງ!	boeng1
6973	ほらあな	ほら穴	ຖ້ຳ	htam2
6974	ぼらんてぃあ	ボランティア	ອາສາສະຫມັກ	aa saa sa hmak
6975	ぼりびあ	ボリビア	ໂບລີວີ	boo lii wii
6976	ほる	掘る	ຂຸດ	hkut
6977	ぽるとがる	ポルトガル	ປອກຕູຍການ	puak thuuy kaan
6978	ほれぐすり	惚れ薬	ຢາສະເຫນ່	yaa sa hnee1
6979	ほれる	惚れる	ຮັກ	hak
6980	ほろびる	滅びる	ມອດວາຍ	moht waay
6981	ほわいとぼーど	ホワイト・ボード	ກະດານຂາວ	ka daan hkaaw
6982	ほん	（何）本	(ຈັກ)ຂວດ	hkuat
6983	ほん	（何）本	(ຈັກ)ສາຍ	saay
6984	ほん	（何）本	(ຈັກ)ເສັ້ນ	sen2
6985	ほん	（何）本	(ຈັກ)ແທ່ງ	thaeng1
6986	ほん	本	ປື້ມ	peum2
6987	ほんこん	香港	ຮົງກົງ	hong kong
6988	ほんじゅらす	ホンジュラス	ຮົງດູຣາດ	hong duu raat
6989	ほんだな	本棚	ຖ້ານໃສ່ປື້ມ	htaan2 say1 peum2
6990	ほんてん	本店	ສາຂາໃຫຍ່	saa hkaa hnyay1
6991	ほんとう	本当	ຈິງ	jing
6992	ほんとうに	本当に	ອີ່ຫລີ	ii1 hlii
6993	ほんとうに	本当に	ແທ້ໆ	thae2 #
6994	ほんとうに	本当に	ແນ່ນອນ	nae1 nohn
6995	ほんとうは	本当は（～のはず）	ຫນ້າຈະ	hnaa2 ja
6996	ほんばこ	本箱	ຕູ້ຫນັງສື	tuu2 hnang seu
6997	ほんもの	本物	ຂອງແທ້	hkohng thae2
6998	ほんや	本屋	ຮ້ານຂາຍຫນັງສື	haan2 hkaay hnang seu
6999	ほんやく	翻訳	ແປ	pae
7000	ほんやくしゃ	翻訳者	ຜູ້ແປ	hpuu2 pae
7001	ぼんやり	ぼんやり	ໃຈລອຍ	jay lohy
7002	ま	間	ຫ້ອງ	hhohng2
7003	まーがりん	マーガリン	ນ້ຳມັນເບີທຽມ	nam2 man ber thiam
7004	まーく	マーク	ເຄື່ອງຫມາຍ	kheuang1 hmaay
7005	まーしゃるしょうとう	マーシャル諸島	ຫມູ່ເກາະມາແຊນ	hmuu1 ko' maa xaen
7006	まい	（何）枚	(ຈັກ)ຜືນ	hpeun
7007	まい	（何）枚	(ຈັກ)ແຜ່ນ	hpaen1
7008	まい	毎	ທຸກ	thuk
7009	まい	毎	ທຸກໆ	thuk #
7010	まいあさ	毎朝	ທຸກໆເຊົ້າ	thuk # xao2
7011	まいえーく	マイ・エーク	ຫມາຍເອກ	hmaay eek
7012	まいかん	マイ・カン	ຫມາຍກັນ	hmaay kan
7013	まいく	マイク	ໄມໂຄໂຟນ	mai khoo foon
7014	まいこん	マイ・コン	ຫມາຍກົງ	hmaay kong
7015	まいしゅう	毎週	ທຸກໆອາທິດ	thuk # aa thit
7016	まいそう	埋葬	ຝັງສົບ	pfang sop
7017	まいちゃったわー	マイ・チャタワー	ຫມາຍຈັດຕະວາ	hmaay jat ta waa
7018	まいつき	毎月	ທຸກໆເດືອນ	thuk # deuan
7019	まいてぃー	マイ・ティー	ຫມາຍຕີ	hmaay tii
7020	まいとー	マイ・トー	ຫມາຍໂທ	hmaay thoo
7021	まいにち	毎日	ທຸກໆມື້	thuk # meu2
7022	まいねん	毎年	ທຸກໆ ປີ	thuk # pii
7023	まいばん	毎晩	ທຸກໆຄ່ຳ	thuk # kham1
7024	まいる	参る	ໄຫວ້	hvai2
7025	まえ	（～）前	ກ່ອນ	kohn1
7026	まえ	（～の）前	ຂ້າງຫນ້າ	hkaang2 hnaa2
7027	まえ	（～の）前	ຕໍ່ຫນ້າ	toh1 hnaa2
7028	まえ	（～）前	ຜ່ານມາແລ້ວ	hpaan1 maa laew2
7029	まえきん	前金	ເງິນມັດຈຳ	ngoen mat jam
7030	まえもって	前もって	ລ່ວງຫນ້າ	luang1 hnaa2
7031	まかお	マカオ	ມາກາວ	maa kaaw
7032	まかせる	任せる	ເຊື່ອ	xeua1
7033	まがる	曲がる	ລ້ຽວ	liaw2
7034	まかろに	マカロニ	ມັກກະໂລນີ	mak ka loo nii
7035	まきじゃく	巻尺	ເຊືອກແທກ	xeuak thaek
7036	まきすかーと	巻きスカート	ສີ້ນ	siin2
7037	まく	（何）幕	(ຈັກ)ເລື່ອງ	leuang1
7038	まく	蒔く	ກ້າ	kaa2
7039	まく	幕	ຜ້າກັ້ງ	hpaa2 kang2
7040	まく	撒く	ສີດພົ່ນ	xiit phon1
7041	まく	撒く	ຫົດ	hhot
7042	まく	巻く	ໂຄ້ງ	khoong2
7043	まぐち	間口	ຫນ້າກວ້າງ	hnaa2 kwaang2
7044	まくどなるど	マクドナルド	ແມັກໂດນັດ	me'k doo nat
7045	まくら	枕	ຫມອນ	hmohn
7046	まくらかばー	枕カバー	ປອກຫມອນ	pohk hmohn
7047	まぐろ	まぐろ	ປາທູນ້າ	paa thuu naa2
7048	まけどにあ	マケドニア	ມາເຊດວນ	maa xee duan
7049	まける	負ける	ລຸດລາຄາ	lut laa khaa
7050	まける	負ける	ເສຍ	sia
7051	まける	負ける	ແພ້	phae2
7052	まげる	曲げる	ກົ່ງ	kong1
7053	まご	孫	ຫລານ	hlaan
7054	まことに	誠に	ຊື່ສັດ	xeu1 sat
7055	まごむすこ	孫息子	ຫລານຊາຍ	hlaan xaay
7056	まごむすめ	孫娘	ຫລານສາວ	hlaan saaw
7057	まさつ	摩擦	ສຽດສີກັນ	siat sii kan
7058	まざる	混ざる	ປະສົມເຂົ້າກັນ	pa som hkao2 kan
7059	ました	ました	ແລ້ວ	laew2
7060	ました	ました	ໄດ້	dai2
7061	まじない	呪い	ອາຄົມ	aa khom
7062	まじめ	真面目	ຈິງໃຈ	jing jay
7063	まじめ	真面目	ເອົາຈິງເອົາຈັງ	ao jing ao jang
7064	まじょ	魔女	ແມ່ມົດ	mae1 mot
7065	ましょう	ましょう	ນຳກັນ	nam kan
7066	ましょう	ましょう	ພາກັນ	phaa kan
7067	まじる	混じる	ປະສົມເຂົ້າກັນ	pa som hkao2 kan
7068	まじわる	交わる	ປະສົມເຂົ້າກັນ	pa som hkao2 kan
7069	ましんがん	マシン・ガン	ປືນກົນ	peun kon
7070	ます	ます	ຊິ	xi
7071	ます	増す	ຕື່ມ	teum1
7072	ます	増す	ເພີ່ມຂື້ນ	pherm1 hkeun2
7073	まず	先ず	ທຳອິດ	tham it
7074	まずい	不味い	ບໍ່ແຊບ	boh1 xaep
7075	まずい	拙い	ມີບັນຫາ	mii ban haa
7076	ますいやく	麻酔薬	ຢາສະຫລົບ	yaa sa hlop
7077	ますから	マスカラ	ສີທາຂົນຕາ	sii thaa hkon taa
7078	ますけい	ます形	ຮູບສຸພາບ	huup su phaap
7079	まずしい	貧しい	ຈົນ	jon
7080	ますめ	升目	ແຊວ	xaew
7081	まぜる	混ぜる	ປະສົມ	pa som
7082	まぜる	混ぜる	ຫນ່ຽງ	hniang1
7083	ません	ません	ບໍ່	boh1
7084	ません	ません	ບໍ່ເຮັດ	boh1 het
7085	ませんでした	ませんでした	ຍັງບໍ່ເຮັດ	nyang boh1 het
7086	また	股	ຫວ່າງຂາ	hvaang1 hkaa
7087	また	また	ອີກ	iik
7088	また	また	ແລະຈາກນັ້ນ	le' jaak nan2
7089	まだ	まだ	ຍັງ	nyang
7090	まだ	まだ（～ない）	ຍັງບໍ່ມີ	nyang boh1 mii
7091	まだ	まだ（～終えていない）	ຍັງບໍ່ແລ້ວ	nyang boh1 laew2
7092	まだ	まだ（～していない）	ບໍ່ທັນໄດ້	boh1 than dai2
7093	またあいましょう	また会いましょう	ພົບກັນໃຫມ່	phop kan hmay1
7094	まだがすかる	マダガスカル	ມາດາກາສະກາ	maa daa kaa sa kaa
7095	まち	町	ເມືອງ	meuang
7096	まちあいしつ	待合室	ຫ້ອງພັກລໍ	hhong2 phak loh
7097	まちあわせ	待ち合わせ	ນັດກັນ	nat kan
7098	まちあわせる	待ち合わせる	ນັດກັນ	nat kan
7099	まちがい	間違い	ບໍ່ຖືກ	boh1 hteuk
7100	まちがい	間違い	ຜິດ	hpit
7101	まちがいない	間違いない	ແທ້ໆ	thae2 #
7102	まちがう	間違う	ເຮັດຜິດ	het hpit
7103	まちがえる	間違える	ເຮັດຜິດ	het hpit
7104	まちかど	街角	ໃມເມືອງ	nay meuang
7105	まつ	松	ຕົ້ນແປກ	ton2 paek
7106	まつ	待つ	ຖ້າ	htaa2
7107	まつ	待つ	ລໍຖ້າ	loh htaa2
7108	まつ	末	ສຸດທ້າຍຂອງ	sut thaay2 kohng
7109	まつげ	まつ毛	ຂົນຕາ	hkon taa
7110	まっさーじ	マッサージ	ນວດ	nuat
7111	まっさーじし	マッサージ師	ຫມໍນວດ	hmoh nuat
7112	まっしゅるーむ	マッシュルーム	ດອກເຫັດ	dohk hhet
7113	まっすぐ	真っ直ぐ	ຊື່	xeu1
7114	まっすぐに	真っ直ぐに（行く）	(ໄປ)ຊື່ໆ	xeu1 #
7115	まったく	全く（～ない）	ຈັກດີ້	jak dii2
7116	まったく	全く	ຈັ່ງແມ່ນ	jang1 maen1
7117	まったく	全く（～ない）	ເລີຍ	lery
7118	まっち	マッチ	ໄມ້ຂີດໄຟ	mai2 hkiit fai
7119	まっと	マット	ຜ້າເຊັດຕີນ	hpaa2 xet tiin
7120	まっとれす	マットレス	ເສື່ອ	seua1
7121	まつり	祭り	ບຸນ	bun
7122	まで	まで	ຈົນເຖີງ	jon hterng
7123	まで	まで	ເຖິງ	htoeng
7124	までに	までに	ຈົນເຖີງ	jon hterng
7125	まど	窓	ປ່ອງຢ້ຽມ	pohng1 yiam2
7126	まとまる	纏まる	ຕົກລົງກັນ	tok long kan
7127	まとめる	纏める	ຕົກລົງກັນ	tok long kan
7128	まとめる	纏める	ຕັ້ງຖິ່ນຖານ	tang2 htin1 htaan
7129	まとめる	纏める	ສະຫລຸບ	sa hlup
7130	まとん	マトン	ຊີ້ນແກະ	xiin2 ke'
7131	まないた	まな板	ຂຽງ	hkiang
7132	まなぶ	学ぶ	ຮຽນ	hian
7133	まにあう	間に・合う	ທັນເວລາ	than wee laa
7134	まにきゅあ	マニキュア	ທາເລັບ	thaa lep
7135	まにゅある	マニュアル	ສະມຸດຄູ່ມື	sa nut khuu1 meu
7136	まぬけ	間抜け	ຂີ້ໂງ່	hkii2 ngoo1
7137	まね	真似	ຕາມ	taam
7138	まねる	真似る	ລອກແບບ	lohk baep
7139	まねる	真似る	ຮຽນແບບ	hian baep
7140	まぶた	まぶた	ຫນັງຕາ	hnang taa
7141	まふらー	マフラー	ຜ້າພັນຄໍ	hpaa2 phan khoh
7142	まほう	魔法	ຄາຖາ	khaa htaa
7143	まほうつかい	魔法使い	ພໍ່ມົດ	phoh1 mot
7144	まほうびん	魔法ビン	ກະຕິກນໍ້າຮ້ອນ	ka tik nam2 hohn2
7145	まま	（の）まま	ດັ່ງທີ່ເປັນຢູ່	dang1 thii1 pen yuu1
7146	まめ	豆	ຫມາກຖົ່ວ	hmaak htua1
7147	まもなく	間もなく	ດຽວ	diaw
7148	まもなく	間もなく	ບໍ່ດົນ	boh1 don
7149	まもる	守る	ປົກປັກຮັກສາ	pok pak hak saa
7150	まもる	守る	ປົກປ້ອງ	pok pohng2
7151	まもる	守る	ປ້ອງກັນ	pohng2 kan
7152	まもる	守る	ອະນຸລັກ	a nu lak
7153	まもる	守る	ຮັກສາ	hak saa
7154	まやく	麻薬	ຢາເສບຕິດ	yaa seep tit
7155	まやくちゅうどく	麻薬中毒	ຄົນຕິດຢາ	khon tit yaa
7156	まゆ	繭	ຮັງໄຫມດິບ	hang hmai dip
7157	まゆげ	眉毛	ຂົນຄິ້ວ	hkon khiw2
7158	まよう	迷う	ຫລົງທາງ	hlong thaang
7159	まよなか	真夜中	ທ່ຽງຄືນ	thiang1 kheun
7160	まらうい	マラウイ	ມາລາວີ	maa laa wii
7161	まらりあ	マラリア	ໄຂ້ມາລາເລຍ	hkai2 maa laa lia
7162	まり	マリ	ມາລີ	maa lii
7163	まりふぁな	マリファナ	ກັນຊາ	kan xaa
7164	まるい	丸い	ກົມ	kom
7165	まるい	丸い	ວົງມົນ	wong mon
7166	まるく	円く	ເປັນວົງມົນ	pen wong mon
7167	まるた	マルタ	ມານຕ້າ	maan taa2
7168	まるで	まるで	ຄືກັບ	kheu kap
7169	まれーしあ	マレーシア	ມາແລເຊຍ	maa lae xia
7170	まわす	回す	ຫມຸນ	hmun
7171	まわり	周り	ອ້ອມ	ohm2
7172	まわりくどい	回りくどい	ອ້ອມຄ້ອມ	ohm2 khohm2
7173	まわる	回る	ປິ່ນອ້ອມ	pin1 ohm2
7174	まん	万（=10,000）	ສິບພັນ	sip phan
7175	まん	万（=10,000）	ຫນຶ່ງຫມື່ນ	hnueng1 hmeun1
7176	まんいん	満員	ຄົນເຕັມ	khon tem
7177	まんが	漫画	ກາຕຸນ	kaa tun
7178	まんがか	漫画家	ນັກຂຽນກະຕູນ	nak hkian ka tuun
7179	まんぐーす	マングース	ພັງພອນ	phang phohn
7180	まんげつ	満月	ປະຈັນເຕັມດວງ	pa jan tem duang
7181	まんげつのひ	満月の日	ວັນເພັງ	wan phang
7182	まんごー	マンゴー	ຫມາກມ່ວງ	hmaak muang1
7183	まんごすちん	マンゴスチン	ຫມາກມັງຄຸດ	hmaak mang khut
7184	まんしつ	満室	ຫ້ອງເຕັມ	hhohng2 tem
7185	まんぞく	満足	ພໍໃຈ	phoh jay
7186	まんてん	満点	ສົມບູນ	som buun
7187	まんなか	真ん中	ກາງ	kaang
7188	まんなか	真ん中	ເຄິ່ງກາງ	khoeng1 kaang
7189	まんねんひつ	万年筆	ປາກກາຊຶມ	paak kaa xuem
7190	まんぷく	満腹	ອິ່ມ	im1
7191	み	実	ຫມາກ	hmaak
7192	み	実	ຫມາກໄມ້	hmaak mai2
7193	みえる	見える	ເຫັນ	hhen
7194	みおくる	見送る	ໄປສົ່ງ	pai song1
7195	みがく	磨く	ຜັດຖູ	hpat htuu
7196	みかた	味方	ພວກດຽວກັນ	phuak diaw kan
7197	みかた	味方	ສະຫນັບສະຫນູນ	sa nap sa hnuun
7198	みかん	蜜柑/ミカン	ຫມາກກ້ຽງຈີນ	hmaak kiang2 jiin
7199	みかんりょう	未完了	ຍັງບໍ່ສົມບູນ	nyang boh1 som buun
7200	みき	幹	ລຳຕົ້ນ	lam ton2
7201	みぎ	右	ຂວາ	hkwaa
7202	みぎ	右	ເບື້ອງຂວາ	beuang2 hkwaa
7203	みぎうで	右腕	ແຂນຂວາ	hkaen hkwaa
7204	みぎがわ	右側	ຂ້າງຂວາ	hkaang2 hkwaa
7205	みぎがわ	右側	ທາງຂວາ	thaang hkwaa
7206	みきさー	ミキサー	ເຄື່ອງປັ່ນຫນາກໄມ້	kheuang1 pan1 hnaak mai2
7207	みぎて	右手	ມືຂວາ	meu hkwaa
7208	みくろねしあ	ミクロネシア	ໄມໂຄເນເຊຍ	mai khoo nee xia
7209	みごと	見事	ດີເລີດ	dii lert
7210	みこん	未婚	ໂສດ	soot
7211	みさいる	ミサイル	ຈະຫລວດ	ja hluat
7212	みさき	岬	ແຫລມ	hlaem
7213	みじかい	短い	ສັ້ນ	san2
7214	みしん	ミシン	ຈັກຫຍິບເຄື່ອງ	jak hyip kheuang1
7215	みす	ミス	ນາງ	naang
7216	みず	水	ນ້ຳ	nam2
7217	みずあび	水浴び	ອາບນ້ຳ	aap nam2
7218	みずいれ	水入れ	ຖັງບັນຈຸນ້ຳ	htang ban ju nam2
7219	みずいろ	水色	ສີຟ້າອ່ອນ	sii faa2 ohn1
7220	みずうみ	湖	ທະເລສາບ	tha lee saap
7221	みずがめざ	水瓶座	ລາສີກຸມພາ	laa sii kum phaa
7222	みずから	自ら	ຕົນເອງ	ton eeng
7223	みずぎ	水着	ຊຸດລອຍນ້ຳ	xut lohy nam2
7224	みずくみおけ	水汲み桶	ໂອນ້ຳ	oo nam2
7225	みずたま	水玉	ຍົດນ້ຳ	nyot nam2
7226	みずたまり	水溜り	ອ່າງນ້ຳ	aang1 nam2
7227	みずむし	水虫	ໂລກຕີນເປື່ອຍ	look tin peuay1
7228	みずをのむ	水を・飲む	ກິນນ້ຳ	kin nam2
7229	みずをのむ	水を・飲む	ດື່ມນ້ຳ	deum1 nam2
7230	みせ	店	ຮ້ານ	haan2
7231	みせす	ミセス（～）	ນາງ	naang
7232	みせのきゃく	店の客	ລູກຄ້າ	luuk khaa2
7233	みせる	見せる	ເອົາໃຫ້ເບິ່ງ	ao hhay2 boeng1
7234	みせる	見せる	ໃຫ້ເບິ່ງ	hhay2 boeng1
7235	みぜんに	未然に	ກ່ອນຈະເກີດຂື້ນ	kohn1 ja kert hkeun2
7236	みそ	味噌	ເຕົ້າຈ້ຽວ	tao2 jiaw2
7237	みたい	みたい	ແບບ	baep
7238	みち	道	ຖະຫນົນ	hta hnon
7239	みち	道	ທາງ	thaang
7240	みち	道	ຫົນທາງ	hhon thaang
7241	みちくさ	道草	ຍ່າງຫລິ້ນ	nyaang1 hlin2
7242	みちのり	道のり	ໄລຍະໄກ	lai nya kai
7243	みちばた	道端	ຂ້າງທາງ	hkaang2 thaang
7244	みっか	三日	ວັນທີສາມ	wan thii saam
7245	みつかる	見つかる	ຖືກພົບ	hteuk phop
7246	みつける	見つける	ຈວບ	juap
7247	みっつ	三つ	ສາມອັນ	saam an
7248	みっともない	みっともない	ຊົ່ວຊ້າສາມານ	xua1 xaa1 saa maan
7249	みつばち	蜜蜂/ミツバチ	ເຜິ້ງ	hpoeng2
7250	みつもる	見積もる	ຄຳນວນ	kham nuan
7251	みつゆ	密輸	ລັກລອບເຂົ້າປະເທດ	lak lohp hkao2 pa theet
7252	みどし	巳年	ປີມະເສງ	pii ma seeng
7253	みとめる	認める	ຍອມ	nyohm
7254	みとめる	認める	ຍອມຮັບ	nyohm hap
7255	みとめる	認める	ອະນຸຍາດ	a nu nyaat
7256	みどり	緑	ສີຂຽວ	sii hkiaw
7257	みどりいろ	緑色	ສີຂຽວ	sii hkiaw
7258	みな	皆	ທຸກຄົນ	thuk khon
7259	みなさん	皆さん	ທຸກໆຄົນ	thuk # khon
7260	みなさん	皆さん	ພວກເຈົ້າທັງຫມົດ	phuak jao2 thang hmot
7261	みなと	港	ທ່າເຮືອ	thaa1 heua
7262	みなみ	南	ທິດໃຕ້	thit tai2
7263	みなみ	南	ໃຕ້	tay2
7264	みなみあふりか	南アフリカ	ອາຝຣິກກາໃຕ້	aa frik kaa tay2
7265	みにくい	醜い	ຂີ້ຮ້າຍ	hkii2 haay2
7266	みにすかーと	ミニ・スカート	ກະໂປ່ງສັ້ນ	ka poong1 san2
7267	みにつける	身につける	ໃສ່	say1
7268	みねらるうおーたー	ミネラルウオーター	ນ້ຳແຮ່	nam2 hae1
7269	みのしろきん	身代金	ເງິນຄ່າໄຖ່	ngoen khaa1 htai1
7270	みのまわり	身の回り	ເຄື່ອງແຕ່ງກາຍ	kheuang1 taeng1 kaay
7271	みはり	見張り	ຍາມ	nyaam
7272	みはる	見張る	ຍາມ	nyaam
7273	みぶん	身分	ຖານະ	htaa na
7274	みぶんしょうめいしょ	身分証明書	ບັດປະຈຳຕົວ	bat pa jam tua
7275	みぼうじん	未亡人	ແມ່ຫມ້າຍ	mae1 hmaay2
7276	みほん	見本	ຕົວຢ່າງ	tua yaang1
7277	みまん	未満	ຫນ້ອຍກວ່າ	hnohy2 kwaa1
7278	みみ	耳	ຫູ	hhuu
7279	みみず	ミミズ	ຂີ້ກະເດືອນ	hkii2 ka deuan
7280	みみたぶ	耳たぶ	ຕິ່ງຫູ	ting1 hhuu
7281	みゃくはく	脈拍	ກຳມະຈອນ	kam ma john
7282	みやげ	土産	ຂອງຝາກ	hkohng hfaak
7283	みやこ	都	ເມືອງຫລວງ	meuang hluang
7284	みゃんまー	ミャンマー	ມຽນມ້າ	mian maa2
7285	みょうごにち	明後日	ມື້ຮື	meu2 heu
7286	みょうじ	苗字	ນາມສະກຸນ	naam sa kun
7287	みょうちょう	明朝	ມື້ອື່ນຕອນເຊົ້າ	meu2 eun1 tohn xao2
7288	みょうにち	明日	ມື້ອື່ນ	meu2 eun1
7289	みょうばん	明晩	ຄືນມື້ອື່ນ	kheun meu2 eun1
7290	みらい	未来	ອະນາຄົດ	a naa khot
7291	みり	（何）ミリ	(ຈັກ)ມີລີແມັດ	mii lii me't
7292	みりょくてき	魅力的	ມີສະເນ່	mii sa nee1
7293	みる	診る	ກວດ	kuat
7294	みる	（～して）みる	ລອງເບິ່ງ	lohng boeng1
7295	みる	見る	ເບິ່ງ	boeng1
7296	みるく	ミルク	ນ້ຳນົມ	nam2 nom
7297	みんげいひん	民芸品	ເຄື່ອງສິນລະປະພື້ນເມືອງ	kheuang1 sin la pa pheun2 meuang
7298	みんしゅしゅぎ	民主主義	ປະຊາທິປະໄຕ	pa xaa thi pa tai
7299	みんぞく	民族	ຊົນເຜົ່າ	xon hpao1
7300	みんぞく	民族	ພື້ນເມືອງ	pheun2 meuang
7301	みんぞく	民族	ເຊື້ອຊາດ	xeua2 xaat
7302	みんぞくおんがく	民俗音楽	ດົນຕີພື້ນເມືອງ	don tii pheun2 meuang
7303	みんぞくぶよう	民族舞踊	ຟ້ອນຊົນເຜົ່າ	fohn2 xon hpao1
7304	みんち	ミンチ	ສັບ	sap
7305	みんと	ミント	ຜັກຫົມ	hpak hhom
7306	みんな	みんな	ທຸກຄົນ	thuk khon
7307	みんよう	民謡	ເພງພື້ນເມືອງ	pheeng pheun2 meuang
7308	みんわ	民話	ນິທານພື້ນເມືອງ	ni thaan pheun2 meuang
7309	む	無	ບໍ່ມີ	boh1 mii
7310	むいか	六日	ວັນທີຫົກ	wan thii hhok
7311	むかいあう	向かい合う	ຕໍ່ຫມ້າກັນ	toh1 hmaa2 kan
7312	むかいがわ	（～の）向かい側	ກົງກັນຂ້າມ	kong kan hkaam2
7313	むかう	向かう	ມຸ້ງໄປ	mung2 pai
7314	むかえる	迎える	ຮັບ	hap
7315	むかし	昔	ບູຮານ	buu haan
7316	むかし	昔	ສະໄຫມກ່ອນ	sa hmai kohn1
7317	むかしばなし	昔話	ນິທານສະໄຫມກ່ອນ	ni thaan sa hmai kohn1
7318	むかしむかし	昔々	ຫລາຍປີກ່ອນນີ້	hlaay pii kohn1 nii2
7319	むかで	百足/ムカデ	ຂີ້ເຂັບ	hkii2 hkep
7320	むき	向き	ເບິ່ງຫນ້າ	boeng1 hnaa2
7321	むぎ	麦	ເຂົ້າບາເລ	hkao2 baa lee
7322	むく	剥く	ປອກ	pohk
7323	むく	向く	ເບິ່ງຫນ້າ	boeng1 hnaa2
7324	むける	向ける	ປິ່ນຫນ້າ	pin1 hnaa2
7325	むこ	婿	ລູກເຂີຍ	luuk hkery
7326	むこう	無効	ຫມົດອາຍຸ	hmot aa nyu
7327	むこう	無効	ຫມົດເຂດໃຊ້	hmot hkeet xay2
7328	むこう	向こう	ອີກດ້ານຫນຶ່ງ	iik daan2 hnueng1
7329	むし	虫	ແມງໄມ້	maeng mai2
7330	むしあつい	蒸し暑い	ອົບເອົ້າ	op ao2
7331	むしさされ	虫刺され	ແມງໄມ້ກັດ	maeng mai2 kat
7332	むしば	虫歯	ແຂ້ວເປັນແມງ	hkaew2 pen maeng
7333	むしめがね	虫眼鏡	ແກ້ວຂະຫຍາຍ	kaew2 hka hyaay
7334	むしょく	無職	ບໍ່ມີວຽກເຮັດ	boh1 mii wiak het
7335	むじんとう	無人島	ເກາະຮ້າງ	ko' haang2
7336	むす	（米を）蒸す	ຫນຶ້ງ(ເຂົ້າ)	hnueng2 hkao2
7337	むずかしい	難しい	ຍາກ	nyaak
7338	むすこ	息子	ລູກຊາຍ	luuk xaay
7339	むすぶ	結ぶ	ມັດ	mat
7340	むすめ	娘	ຜູ້ສາວ	hpuu saaw
7341	むすめ	娘	ລູກສາວ	luuk saaw
7342	むだ	無駄	ບໍ່ມີປະໂຫຍດ	boh1 mii pa hnyoot
7343	むだづかい	無駄使い	ຟຸມເຟືອຍ	fum feuay
7344	むだづかい	無駄使い	ໃຊ້ບໍ່ມີເຫດຜົນ	xay2 boh1 mii hheet hpon
7345	むち	鞭	ແສ້	sae2
7346	むちゅう	夢中	ລືມຕົວ	leum tua
7347	むつかしい	難しい	ລຳບາກ	lam baak
7348	むっつ	六つ	ຫົກອັນ	hhok an
7349	むね	胸	ຫນ້າເອິກ	hnaa2 oek
7350	むね	胸	ເຕົ້ານົມ	tao2 nom
7351	むやみ	無闇	ປາດສະຈາກສະຫມອງ	paat sa jaak sa hmohng
7352	むら	村	ບ້ານ	baan2
7353	むらさきいろ	紫（色）	ສີມ້ວງ	sii muang2
7354	むり	無理	ເປັນໄປບໍ່ໄດ້	pen pai boh1 dai2
7355	むりょう	無料	ລ້າໆ	laa2 #
7356	むりょう	無料	ໃຫ້ລ້າ	hhay2 laa2
7357	め	目	ຕາ	taa
7358	め	目	ທີ່	thii1
7359	め	芽	ຫນໍ່	hnoh2
7360	め	目	ຮອຍ	hohy
7361	めい	（何）名	ຄົນ	khon
7362	めい	名	ດີເລີດ	dii lert
7363	めい	姪	ຫລານສາວ	hlaan saaw
7364	めいし	名詞	ຄຳນາມ	kham naam
7365	めいし	名刺	ນາມບັດ	naam bat
7366	めいしく	名詞句	ຄຳນວະລີ	kham wa lii
7367	めいしょ	名所	ສະຖານທີ່ມີຊື່	sa htaan thii1 mii xeu1
